Name,TOF,RX,FP,dist
11a1,36090.70002350433,-87.19,-92.62,169.2782627212526
12a2,36097.50120479271,-86.68,-92.45,169.31016268861814
13a3,36162.614825368386,-84.79,-92.1,169.6155688060767
14a4,36105.69946056955,-84.87,-91.7,169.34861543390554
15a5,36113.16970911828,-84.22,-92.01,169.38365356549073
