Name,TOF,RX,FP,dist
11a1,40231.991273679785,-83.98,-91.21,188.70239657833693
12a2,40298.581009807654,-88.84,-94.64,189.01472620451352
13a3,40278.91462197304,-86.49,-92.9,188.92248382726737
14a4,40246.5084080063,-85.75,-92.19,188.77048711902702
15a5,40280.4662150796,-88.69,-94.77,188.92976135265084
