Name,TOF,RX,FP,dist
11a1,33507.62188021538,-83.37,-91.6,157.16270441164863
12a2,33517.50644166572,-83.93,-92.51,157.20906653233305
13a3,33568.87626822605,-81.64,-91.9,157.45000935114126
14a4,33527.02074956218,-82.36,-91.19,157.25369203171817
15a5,33526.35919414448,-82.33,-92.07,157.2505891007213
