Name,TOF,RX,FP,dist
11a1,43613.019803695235,-95.96,-100.59,204.56062696453805
12a2,43632.65770741147,-93.78,-96.08,204.65273574110392
13a3,43689.692118734085,-92.87,-98.87,204.92024748395554
14a4,43637.39961611334,-92.15,-93.33,204.67497698515052
15a5,43634.603399182255,-90.65,-103.58,204.66186172986377
