Name,TOF,RX,FP,dist
11a1,41482.10136580517,-91.63,-96.16,194.56585903452296
12a2,41484.692848729646,-88.55,-92.86,194.57801401425573
13a3,41568.05000596241,-91.16,-97.24,194.968988829168
14a4,41489.748955855415,-90.1,-92.59,194.60172896103774
15a5,41510.02823145899,-90.54,-96.43,194.69684600064028
