Message num,Action,send,recived,RXPower,FPPower,TOF_CLK,distance
4599,POLL,37285134336,437286024627,-84.79,-91.81
4599,POLL_ACK,438358708224,38357909356,-84.04,-91.67
4599,RANGE,43004783616,443005552101,-85.28,-92.57,34288.92397367357,160.8272900515765
4600,POLL,45336541184,445337260025,-84.67,-92.0
4600,POLL_ACK,446410190336,46409562931,-84.27,-91.72
4600,RANGE,51056261120,451056858140,-84.79,-92.46,34291.53102291071,160.83951804287082
4601,POLL,53387619328,453388166683,-84.7,-92.6
4601,POLL_ACK,454461016064,54460560128,-84.57,-92.65
4601,RANGE,59107457024,459107882564,-84.43,-92.58,34284.69093122409,160.80743557185167
4602,POLL,61439355904,461439731788,-84.26,-91.68
4602,POLL_ACK,462512817664,62512533223,-83.92,-91.83
4602,RANGE,67158171136,467158425216,-83.17,-91.5,34293.16145289808,160.84716534135964
4603,POLL,69490762752,469490967151,-83.89,-91.32
4603,POLL_ACK,470564166144,70564053190,-83.5,-91.98
4603,RANGE,75210234880,475210317464,-83.64,-92.07,34293.23744321507,160.8475217630648
4604,POLL,85593639424,485593500845,-84.6,-91.83
4604,POLL_ACK,486664877056,86665107022,-83.34,-92.47
4604,RANGE,91311440896,491311180549,-85.26,-91.93,34284.718816312976,160.80756636286984
4605,POLL,93644608512,493644298468,-84.96,-92.0
4605,POLL_ACK,494717431808,94717833301,-83.9,-92.06
4605,RANGE,99364188672,499363756805,-83.96,-91.66,34295.4018980161,160.85767382850602
4606,POLL,101696453632,501695972089,-84.68,-92.32
4606,POLL_ACK,502769033216,102769606197,-84.25,-92.33
4606,RANGE,107415863296,507415259915,-84.32,-91.7,34288.92310381066,160.82728597160906
4607,POLL,109747469312,509746816251,-84.58,-92.12
4607,POLL_ACK,510819759104,110820503603,-84.18,-91.79
4607,RANGE,115466750976,515465976083,-84.82,-91.93,34290.48994033688,160.83463499407065
4608,POLL,117798830080,517798005493,-85.05,-93.23
4608,POLL_ACK,518870902272,118871818288,-84.26,-91.77
4608,RANGE,123518718976,523517772553,-84.38,-91.63,34287.31878573429,160.81976114730134
4609,POLL,125850675200,525849679104,-85.07,-91.33
4609,POLL_ACK,526922822656,126923910196,-84.56,-91.46
4609,RANGE,131570443264,531569325343,-84.23,-91.74,34292.98100986141,160.84631899912333
4610,POLL,133901690880,533900523324,-84.74,-92.66
4610,POLL_ACK,534973336576,134974595547,-84.0,-91.76
