Name,RX,FP,TOF,dist
11a1,-83.86,-91.8,34250.40149919908,160.646605898858
12a2,-84.67,-91.93,34292.401554739285,160.84360114781163
13a3,-83.51,-91.77,34252.22558243394,160.65516150018615
14a4,-84.46,-92.16499999999999,34344.37101317062,161.08735645408424
15a5,-85.095,-92.265,34258.24994722422,160.68341792095478
