Name,TOF,RX,FP,dist
11a1,38225.02478867335,-84.51,-91.34,179.2890075418147
12a2,38272.60846482052,-87.14,-91.56,179.5121919640298
13a3,38259.41334295691,-82.92,-91.11,179.45030213357452
14a4,38239.86239670549,-86.6,-92.0,179.35860121855092
15a5,38225.889428342234,-87.08,-104.77,179.29306301042388
