Name,TOF,RX,FP,dist
11a1,39335.93128557647,-90.09,-93.39,184.49955545911868
12a2,39322.44288840528,-88.04,-92.54,184.43629006281031
13a3,39405.16836231835,-88.94,-92.42,184.82430205752576
14a4,39336.08091876074,-88.3,-92.65,184.50025729215216
15a5,39347.43699451197,-86.84,-94.26,184.55352134004391
