Message num,Action,send,recived,RXPower,FPPower
9226,POLL,1096672865792,1022648563424,-84.01,-93.45
9226,POLL_ACK,1023721467392,1097745844761,-85.73,-93.5
9226,RANGE,2880915968,1028368215326,-83.84,-93.34
9227,POLL,5212646400,1030699935143,-83.14,-93.43
9227,POLL_ACK,1031773103104,6285889359,-83.63,-93.62
9227,RANGE,10932798464,1036420061161,-83.96,-93.53
9228,POLL,21315140096,1046802355470,-82.73,-93.38
9228,POLL_ACK,1047873434624,22386294235,-82.99,-93.34
9228,RANGE,27033516544,1052520705875,-83.1,-93.87
9229,POLL,29366543872,1054853722574,-83.15,-93.64
9229,POLL_ACK,1055926857216,30439753532,-83.68,-93.24
9229,RANGE,35086462976,1060573615626,-84.82,-93.79
9230,POLL,37417947648,1062905089649,-83.98,-93.86
9230,POLL_ACK,1063978058240,38490991246,-83.65,-93.45
9230,RANGE,43136820224,1068623936159,-83.55,-93.29
9231,POLL,45469290496,1070956395798,-82.89,-93.21
9231,POLL_ACK,1072029436416,46542406123,-83.7,-93.66
9231,RANGE,51188632064,1076675711286,-84.44,-93.15
9232,POLL,53520693760,1079007762338,-84.57,-92.79
9232,POLL_ACK,1080080876544,54593882966,-84.51,-93.2
9232,RANGE,59240462848,1084727505367,-85.43,-92.83
9233,POLL,61572471296,1087059503176,-83.7,-93.62
9233,POLL_ACK,1088132516864,62645559988,-84.55,-92.83
9233,RANGE,67292648448,1092779654242,-83.43,-92.94
9234,POLL,69623875072,1095110870231,-83.74,-92.99
9234,POLL_ACK,1096184019968,70697099803,-83.91,-93.05
9234,RANGE,75343657984,1318999295,-83.99,-93.24
9235,POLL,77674904576,3650235252,-84.07,-93.62
9235,POLL_ACK,4723057152,78747801469,-84.55,-93.29
9235,RANGE,83394863104,9370167725,-83.68,-92.56
9236,POLL,85726308352,11701602336,-84.8,-93.33
9236,POLL_ACK,12774941184,86799722200,-84.06,-92.5
9236,RANGE,91446480384,17421748297,-82.96,-93.22
9237,POLL,93778085376,19753342662,-83.21,-93.33
9237,POLL_ACK,20826207232,94851024954,-83.67,-93.55
9237,RANGE,99497871360,25473102577,-83.8,-93.15
9238,POLL,101829489152,27804709726,-82.96,-92.97
9238,POLL_ACK,28877845504,102902699933,-82.93,-93.13
9238,RANGE,107549468672,33524663173,-83.37,-93.05
9239,POLL,109880892416,35856076286,-84.25,-93.4
9239,POLL_ACK,36929043968,110953935101,-84.0,-92.65
9239,RANGE,115600373760,41575531543,-84.69,-93.42
9240,POLL,117932296192,43907443341,-84.83,-93.51
9240,POLL_ACK,44979431936,119004359774,-85.07,-93.09
9240,RANGE,123651713536,49626834618,-84.95,-92.92
9241,POLL,125983699456,51958809904,-84.79,-92.85
9241,POLL_ACK,53031985664,127056950206,-85.68,-92.83
9241,RANGE,131703426560,57678510943,-84.77,-92.74
9242,POLL,134034789888,60009863638,-83.09,-93.16
9242,POLL_ACK,61082808320,135107809573,-84.23,-92.61
9242,RANGE,139753343488,65728391163,-83.16,-92.72
9243,POLL,142086501888,68061538926,-84.15,-92.95
9243,POLL_ACK,69134873600,143159911571,-84.05,-93.18
9243,RANGE,147805255680,73780266637,-84.18,-92.78
9244,POLL,150137536512,76112536823,-83.43,-93.67
9244,POLL_ACK,77185745920,151210820609,-83.73,-92.86
9244,RANGE,155857108992,81832083222,-83.14,-93.32
9245,POLL,158189000704,84163964310,-83.45,-92.54
9245,POLL_ACK,85236995584,159262106981,-83.82,-92.48
9245,RANGE,163908775424,89883712914,-84.18,-92.56
9246,POLL,166240409088,92215335953,-84.75,-93.17
9246,POLL_ACK,93287285248,167312433378,-84.58,-92.62
9246,RANGE,171958523392,97933424211,-84.52,-93.18
9247,POLL,174292121088,100267011277,-84.07,-93.06
9247,POLL_ACK,101340147200,175365332027,-84.31,-93.2
9247,RANGE,180011710464,105986574601,-84.59,-93.0
9248,POLL,190394615296,116369432059,-83.26,-93.76
9248,POLL_ACK,117440989696,191466247935,-83.56,-93.53
9248,RANGE,196113239552,122088030232,-81.97,-93.33
9249,POLL,198445958144,124420738168,-83.47,-93.5
9249,POLL_ACK,125493706752,199519001757,-83.91,-93.25
9249,RANGE,204165813248,130140567151,-83.8,-93.64
9250,POLL,206497735680,132472478933,-87.24,-94.28
9250,POLL_ACK,133545587712,207570919477,-85.14,-92.37
9250,RANGE,212217445376,138192162539,-85.9,-93.16
9251,POLL,214549139456,140523845961,-83.17,-93.91
9251,POLL_ACK,141597033984,215622402485,-83.31,-93.31
9251,RANGE,220269048320,146243728718,-83.21,-93.54
9252,POLL,222600229888,148574899633,-83.41,-93.22
9252,POLL_ACK,149647457792,223672863059,-83.68,-93.05
9252,RANGE,228319938048,154294581684,-83.35,-93.19
9253,POLL,230651941888,156626574888,-83.73,-94.14
9253,POLL_ACK,157699665920,231725107937,-83.61,-92.97
9253,RANGE,236371663872,162346270766,-83.54,-93.23
9254,POLL,238703350272,164677946525,-83.77,-93.62
9254,POLL_ACK,165751631360,239777110127,-83.2,-93.42
9254,RANGE,244423123968,170397694137,-82.88,-93.4
9255,POLL,246754380288,172728939838,-84.56,-93.59
9255,POLL_ACK,173802369024,247827884496,-84.06,-94.02
9255,RANGE,252474734080,178449267526,-84.52,-93.15
9256,POLL,254806157824,180780680624,-84.56,-92.88
9256,POLL_ACK,181854009344,255879561542,-84.72,-93.48
9256,RANGE,260525894656,186500391378,-84.82,-93.01
9257,POLL,262857187328,188831673398,-85.79,-93.88
9257,POLL_ACK,189904299008,263929887938,-84.36,-92.9
9257,RANGE,268576833536,194551293507,-83.18,-93.89
9258,POLL,270908652032,196883101340,-86.88,-94.29
9258,POLL_ACK,197956300288,271981926004,-84.55,-93.32
9258,RANGE,276628748288,202603171443,-84.39,-93.67
9259,POLL,278959994880,204934407347,-85.36,-93.34
9259,POLL_ACK,206006932992,280032595545,-86.33,-93.77
9259,RANGE,284680094720,210654481010,-84.26,-93.95
9260,POLL,287011459584,212985835213,-83.0,-93.45
9260,POLL_ACK,214058878464,288084577860,-83.99,-92.96
9260,RANGE,292731254272,218705603773,-82.04,-93.51
9261,POLL,295063171584,221037510412,-84.66,-92.95
9261,POLL_ACK,222110598656,296136334841,-84.23,-93.46
9261,RANGE,300782658048,226756970746,-83.82,-93.47
9262,POLL,303114579968,229088882022,-84.61,-92.78
9262,POLL_ACK,230161586176,304187359165,-84.36,-93.37
9262,RANGE,308834374144,234808650024,-84.21,-92.95
9263,POLL,311165609984,237139875209,-82.95,-93.96
9263,POLL_ACK,238212509184,312238318959,-84.41,-92.51
9263,RANGE,316885258752,242859497817,-83.63,-93.59
9264,POLL,319217075200,245191303593,-85.35,-93.71
9264,POLL_ACK,246266790400,320292637034,-85.13,-92.71
9264,RANGE,324936805376,250911007621,-84.46,-93.8
9265,POLL,327268791296,253242982898,-82.44,-93.64
9265,POLL_ACK,254315970048,328341853469,-82.74,-93.98
9265,RANGE,332988398080,258962563555,-84.29,-92.86
9266,POLL,335320195072,261294349891,-84.01,-94.12
9266,POLL_ACK,262367799296,336393719494,-84.01,-93.4
9266,RANGE,341040180736,267014309417,-83.97,-93.43
9267,POLL,343371285504,269345403510,-84.1,-93.15
9267,POLL_ACK,270419421696,344445378696,-83.31,-93.13
9267,RANGE,349091775488,275065867369,-85.21,-92.84
9268,POLL,359474406400,285448450865,-85.46,-93.13
9268,POLL_ACK,286519951360,360545981907,-84.25,-92.82
9268,RANGE,365192336384,291166354755,-85.07,-93.25
9269,POLL,367525810176,293499817910,-85.07,-92.84
9269,POLL_ACK,294573065216,368599132519,-84.33,-92.66
9269,RANGE,373245227520,299219209123,-82.57,-93.8
9270,POLL,375577213440,301551184381,-83.34,-93.84
9270,POLL_ACK,302624260096,376650364172,-83.85,-93.75
9270,RANGE,381297058816,307271003589,-83.38,-93.13
9271,POLL,383628304384,309602238499,-81.78,-93.4
9271,POLL_ACK,310674871296,384701012197,-83.32,-93.99
9271,RANGE,389347892224,315321800201,-82.59,-93.29
9272,POLL,391679708160,317653605494,-83.34,-93.2
9272,POLL_ACK,318726438400,392752616096,-83.46,-94.01
9272,RANGE,397398964224,323372835428,-83.35,-93.54
9273,POLL,399731424768,325705285295,-83.76,-93.54
9273,POLL_ACK,326778780672,400804995164,-85.5,-93.09
9273,RANGE,405451009536,331424843929,-84.71,-93.51
9274,POLL,407782454784,333756278489,-83.16,-93.49
