Name,TOF,RX,FP,dist
11a1,38260.338156369406,-89.42,-92.82,179.4546398385153
12a2,38247.650697048615,-88.38,-92.64,179.3951311265543
13a3,38320.02336018686,-89.25,-92.71,179.73458474415034
14a4,38261.73655384488,-88.09,-91.72,179.4611988217184
15a5,38270.760993375516,-88.41,-93.4,179.50352666364952
