Name,TOF,RX,FP,dist
11a1,45726.40449461245,-98.36,-103.29,214.47315536401965
12a2,45770.046339399945,-92.73,-96.56,214.67785119044493
13a3,45830.38719813101,-96.73,-98.34,214.96087135160695
14a4,45775.05328799277,-93.12,-96.0,214.7013355661643
15a5,45756.000462272415,-95.58,-103.92,214.61197101419464
