Message num,Action,send,recived,RXPower,FPPower
19384,POLL,496187680768,854734082619,-86.53,-92.93
19384,POLL_ACK,857596564480,499050233929,-86.52,-92.94
19384,RANGE,501907198464,860453624152,-86.24,-92.87
19385,POLL,504239041024,862785476411,-86.28,-92.99
19385,POLL_ACK,865648276480,507101912384,-87.06,-92.9
19385,RANGE,509959140864,868505600113,-86.82,-93.44
19386,POLL,512290823168,870837292119,-86.7,-93.71
19386,POLL_ACK,873699207680,515152810034,-87.16,-94.02
19386,RANGE,518009772032,876556264815,-86.28,-92.8
19387,POLL,520341854208,878888356702,-86.48,-93.05
19387,POLL_ACK,881750263808,523203832607,-87.14,-93.59
19387,RANGE,526061187072,884607713394,-86.96,-93.54
19388,POLL,536444666880,894991236403,-86.34,-92.7
19388,POLL_ACK,897851614208,539305115982,-86.75,-92.84
19388,RANGE,542162247680,900708841049,-86.23,-92.96
19389,POLL,544496062464,903042665546,-86.54,-93.03
19389,POLL_ACK,905905343488,547358811716,-86.69,-92.67
19389,RANGE,550215200256,908761827169,-86.33,-92.32
19390,POLL,552547468800,911094105405,-87.09,-93.35
19390,POLL_ACK,913956359680,555409794387,-86.88,-92.67
19390,RANGE,558266620928,916813281353,-86.46,-92.74
19391,POLL,560598932992,919145603108,-86.72,-92.66
19391,POLL_ACK,922007412224,563460813435,-86.89,-92.52
19391,RANGE,566318574080,924865267997,-86.73,-92.48
19392,POLL,568650339840,927197043446,-86.49,-92.79
19392,POLL_ACK,930058992128,571512359842,-86.63,-92.82
19392,RANGE,574370248192,932916975602,-86.72,-92.53
19393,POLL,576701688832,935248425927,-86.56,-93.09
19393,POLL_ACK,938110169088,579563503328,-86.66,-92.79
19393,RANGE,582421024256,940967785140,-86.31,-92.59
19394,POLL,584753106432,943299876991,-86.71,-92.86
19394,POLL_ACK,946162059776,587615360550,-87.26,-93.77
19394,RANGE,590472429568,949019223902,-86.58,-92.53
19395,POLL,592804888576,951351692583,-86.78,-93.68
19395,POLL_ACK,954213253120,595666520443,-86.82,-92.53
19395,RANGE,598524607488,957071435248,-86.88,-92.95
19396,POLL,600856030720,959402868170,-86.54,-92.82
19396,POLL_ACK,962265199616,603718433506,-86.79,-93.31
19396,RANGE,606575739392,965122600611,-86.71,-92.66
19397,POLL,608907372544,967454243443,-86.44,-92.66
19397,POLL_ACK,970316578304,611769778747,-86.73,-93.41
19397,RANGE,614626573312,973173467996,-86.38,-93.01
19398,POLL,616958722048,975505626410,-86.25,-92.34
19398,POLL_ACK,978367576064,619820743045,-87.04,-92.73
19398,RANGE,622677594112,981224522247,-86.52,-93.33
19399,POLL,625010514944,983557452758,-86.54,-92.96
19399,POLL_ACK,986419217408,627872350930,-87.19,-93.55
19399,RANGE,630729480192,989276441771,-86.42,-92.48
19400,POLL,633061921792,991608893053,-86.56,-92.88
19400,POLL_ACK,994470908416,635924008485,-86.48,-93.18
19400,RANGE,638781457408,997328452450,-86.89,-92.84
19401,POLL,641113328128,999660332862,-86.62,-92.85
19401,POLL_ACK,1002522733056,643975799639,-86.78,-92.76
19401,RANGE,646833180160,1005380208706,-86.51,-93.03
19402,POLL,649164348416,1007711386655,-86.38,-93.07
19402,POLL_ACK,1010573280256,652026313341,-86.85,-92.85
19402,RANGE,654883690496,1013430752534,-86.61,-93.05
19403,POLL,657215755264,1015762826997,-86.5,-92.35
19403,POLL_ACK,1018624530944,660077530530,-86.93,-92.78
19403,RANGE,662935357440,1021482452970,-86.96,-92.66
19404,POLL,665267163136,1023814268360,-86.54,-92.81
19404,POLL_ACK,1026676165632,668129131727,-86.75,-92.58
19404,RANGE,670986248192,1029533377203,-86.32,-92.54
19405,POLL,673318625792,1031865764506,-86.95,-93.56
19405,POLL_ACK,1034728187904,676181120517,-87.01,-93.46
19405,RANGE,679038401536,1037585564063,-86.71,-92.2
19406,POLL,681369986048,1039917158272,-87.09,-93.4
19406,POLL_ACK,1042779436544,684232335632,-87.03,-92.82
19406,RANGE,687088299520,1045635495567,-86.25,-92.58
19407,POLL,689421438976,1047968644706,-90.38,-95.6
19407,POLL_ACK,1050830814208,692283679813,-86.74,-92.4
19407,RANGE,695140536832,1053687766347,-86.87,-93.34
19408,POLL,705524252160,1064071524815,-86.92,-93.25
19408,POLL_ACK,1066931393536,708384192195,-87.02,-92.96
19408,RANGE,711241686016,1069788982489,-86.31,-92.76
19409,POLL,713575987712,1072123293876,-86.37,-92.93
19409,POLL_ACK,1074985781760,716438546913,-86.31,-92.88
19409,RANGE,719295875072,1077843205071,-86.3,-92.63
19410,POLL,721627065344,1080174405022,-86.66,-93.26
19410,POLL_ACK,1083036642304,724489373928,-86.56,-92.64
19410,RANGE,727346040320,1085893403827,-86.27,-92.33
19411,POLL,729678481920,1088225855118,-86.6,-93.38
19411,POLL_ACK,1091086693376,732539391491,-86.63,-92.49
19411,RANGE,735397557248,1093944954258,-86.47,-92.32
19412,POLL,737730207744,1096277614442,-86.54,-92.51
19412,POLL_ACK,1099140381184,740593045790,-87.05,-93.04
19412,RANGE,743449090048,2484892779,-86.57,-93.15
19413,POLL,745781238784,4817051217,-86.98,-93.65
19413,POLL_ACK,7679153152,748643412028,-86.97,-92.45
19413,RANGE,751500225536,10536061787,-86.98,-93.55
19414,POLL,753833020928,12868866896,-86.43,-92.51
19414,POLL_ACK,15731175424,756695400772,-87.25,-92.73
19414,RANGE,759551970816,18587840617,-86.34,-92.24
19415,POLL,761884489728,20920369224,-86.76,-92.77
19415,POLL_ACK,23782104576,764746296376,-86.89,-92.87
19415,RANGE,767604090880,26639994217,-86.52,-92.28
19416,POLL,769935504896,28971417926,-86.58,-92.77
19416,POLL_ACK,31833365504,772797523779,-86.94,-92.47
19416,RANGE,775654728192,34690665056,-87.11,-93.76
19417,POLL,777987240960,37023187535,-86.66,-92.85
19417,POLL_ACK,39885183488,780849308226,-86.93,-92.5
19417,RANGE,783706960896,42742931307,-86.94,-93.27
19418,POLL,786038709760,45074689884,-86.96,-92.29
19418,POLL_ACK,47935706112,788899797308,-87.03,-92.42
19418,RANGE,791757605376,50793609332,-86.55,-92.3
19419,POLL,794090116608,53126130249,-86.78,-92.77
19419,POLL_ACK,55988068864,796952126531,-87.06,-93.28
19419,RANGE,799809393152,58845430623,-86.69,-92.98
19420,POLL,802141085184,61177132339,-87.01,-92.52
19420,POLL_ACK,64039372288,805003396438,-87.2,-92.49
19420,RANGE,807863410176,66899481154,-86.95,-92.33
19421,POLL,810192464896,69228545567,-86.8,-92.28
19421,POLL_ACK,72091024896,813055015520,-87.71,-93.57
19421,RANGE,815912005120,74948109632,-86.76,-92.74
19422,POLL,818243898368,77280012591,-87.04,-93.28
19422,POLL_ACK,80141750272,821105707344,-86.93,-92.41
19422,RANGE,823962958848,82999096937,-86.88,-92.44
19423,POLL,826295351808,85331499598,-86.69,-92.95
19423,POLL_ACK,88193581056,829157504581,-86.78,-92.23
19423,RANGE,832015216128,91051387761,-87.07,-92.62
19424,POLL,834346758144,93382939482,-87.09,-92.98
19424,POLL_ACK,96245011968,837208901928,-87.04,-92.41
19424,RANGE,840065772032,99101977213,-86.73,-92.38
19425,POLL,842398164992,101434379885,-86.96,-92.07
19425,POLL_ACK,104296228352,845260084750,-87.28,-92.65
19425,RANGE,848117625856,107153864599,-86.86,-92.25
19426,POLL,850449571328,109485819797,-86.95,-92.67
19426,POLL_ACK,112347590144,853311412969,-86.98,-93.07
19426,RANGE,856169347584,115205619928,-86.54,-92.7
19427,POLL,858500978176,117537260239,-86.61,-92.38
19427,POLL_ACK,120398841344,861362630581,-86.88,-92.31
19427,RANGE,864220505600,123256811549,-86.57,-92.88
19428,POLL,874603744768,133640093964,-87.12,-92.73
19428,POLL_ACK,136500968960,877464691030,-87.16,-92.48
19428,RANGE,880321347584,139357720668,-86.7,-92.73
19429,POLL,882655197696,141691580503,-86.95,-92.16
19429,POLL_ACK,144553807872,885517496347,-87.23,-92.71
19429,RANGE,888374074368,147410481054,-87.33,-93.62
19430,POLL,890706604544,149743020945,-87.02,-92.06
19430,POLL_ACK,152605058048,893568712917,-87.57,-93.47
19430,RANGE,896425606144,155462046435,-86.91,-93.19
19431,POLL,898757964800,157794414812,-86.96,-92.23
19431,POLL_ACK,160656117248,901619738520,-87.24,-92.48
19431,RANGE,904477551104,163514024988,-86.83,-93.14
19432,POLL,906809371136,165845854728,-86.81,-92.76
19432,POLL_ACK,168707929088,909671516779,-87.17,-92.54
19432,RANGE,912529264640,171565772098,-87.05,-93.38
19433,POLL,914861153280,173897670454,-86.96,-92.38
19433,POLL_ACK,176760043008,917723597119,-87.45,-92.4
19433,RANGE,920580877312,179617418348,-86.93,-92.33
19434,POLL,922912560128,181949110888,-87.12,-93.32
19434,POLL_ACK,184810900480,925774421020,-87.36,-92.74
19434,RANGE,928632093184,187668667809,-87.11,-92.19
19435,POLL,930963966464,190000550792,-87.18,-93.43
19435,POLL_ACK,192862393856,933825880819,-87.06,-92.71
19435,RANGE,936683540992,195720149204,-86.54,-92.55
19436,POLL,939015044096,198051662011,-87.15,-93.22
19436,POLL_ACK,200914102272,941877555633,-87.33,-92.32
19436,RANGE,944733945344,203770587123,-86.5,-92.17
19437,POLL,947066780160,206103431661,-86.86,-92.31
19437,POLL_ACK,208965669888,949929089674,-87.08,-92.33
19437,RANGE,952785533440,211822208799,-87.07,-92.02
19438,POLL,955117811200,214154496284,-87.1,-92.15
19438,POLL_ACK,217017000448,957980386646,-87.47,-93.02
19438,RANGE,960836475904,219873184858,-86.99,-92.17
19439,POLL,963169264128,222205982810,-87.14,-93.42
19439,POLL_ACK,225068114944,966031467542,-87.21,-92.42
19439,RANGE,968888292864,227925035430,-86.89,-92.14
19440,POLL,971220670976,230257423259,-86.87,-92.84
19440,POLL_ACK,233119867392,974083186379,-87.23,-93.02
19440,RANGE,976939768320,235976544473,-87.11,-92.03
19441,POLL,979272031232,238308817115,-86.88,-92.85
19441,POLL_ACK,241170561536,982133846935,-87.5,-92.55
19441,RANGE,984991289856,244028099617,-86.88,-92.23
19442,POLL,987323484160,246360303652,-87.36,-93.48
19442,POLL_ACK,249222820864,990186072645,-87.21,-92.92
19442,RANGE,993042581504,252079424892,-87.2,-93.29
19443,POLL,995374844416,254411697538,-86.82,-92.26
19443,POLL_ACK,257274204672,998237422810,-87.52,-92.41
19443,RANGE,1001094105088,260130982115,-87.19,-92.35
19444,POLL,1003426621440,262463508215,-87.38,-93.9
19444,POLL_ACK,265325198848,1006288383342,-87.51,-92.25
19444,RANGE,1009145959424,268182870106,-87.3,-93.17
19445,POLL,1011478013952,270514934351,-87.23,-93.48
19445,POLL_ACK,273376679936,1014339830798,-87.41,-92.49
19445,RANGE,1017197550592,276234494882,-87.19,-92.67
19446,POLL,1019529439744,278566393773,-87.05,-92.23
19446,POLL_ACK,281428723712,1022391840948,-87.83,-93.6
19446,RANGE,1025248974848,284285952794,-86.82,-92.78
19447,POLL,1027580846080,286617833771,-86.98,-92.08
19447,POLL_ACK,289480094720,1030443178304,-87.98,-93.81
19447,RANGE,1033300314624,292337326240,-86.85,-92.08
19448,POLL,1043683339776,302720394748,-86.8,-92.52
19448,POLL_ACK,305581070848,1046544087112,-87.52,-93.35
19448,RANGE,1049401567744,308438646654,-86.83,-92.26
19449,POLL,1051735066112,310772154755,-87.07,-92.75
19449,POLL_ACK,313634549760,1054597532362,-87.31,-93.04
19449,RANGE,1057454030848,316491143408,-86.8,-92.19
19450,POLL,1059786472448,318823594763,-86.93,-92.23
19450,POLL_ACK,321685862912,1062648811860,-87.65,-93.44
19450,RANGE,1065506635776,324543782023,-87.29,-93.33
19451,POLL,1067837503488,326874659475,-86.88,-93.04
19451,POLL_ACK,329736922112,1070699837386,-87.36,-92.57
19451,RANGE,1073557350400,332594530330,-86.9,-92.1
19452,POLL,1075888956416,334926146090,-86.98,-92.25
19452,POLL_ACK,337787983872,1078750865461,-87.99,-93.55
19452,RANGE,1081608501248,340645714848,-87.05,-92.92
19453,POLL,1083940362752,342977586085,-87.16,-92.9
19453,POLL_ACK,345839297024,1086802144925,-87.16,-92.96
19453,RANGE,1089660291584,348697538856,-87.22,-93.07
19454,POLL,1091991712256,351028969287,-87.17,-92.67
19454,POLL_ACK,353890675712,1094853489923,-87.85,-92.34
19454,RANGE,1097710776320,356748057287,-86.97,-93.07
19455,POLL,531548160,359080466652,-87.25,-93.55
19455,POLL_ACK,361941516800,3392669567,-87.66,-93.48
19455,RANGE,6250817536,364799760008,-86.79,-92.31
19456,POLL,8583283712,367132235937,-87.16,-92.28
19456,POLL_ACK,369994009600,11445128620,-87.88,-93.51
19456,RANGE,14303007744,372851983933,-86.75,-92.86
19457,POLL,16634361344,375183347285,-86.72,-92.72
19457,POLL_ACK,378044948992,19496034294,-86.78,-92.13
19457,RANGE,22354466304,380903476201,-87.12,-93.19
