Name,TOF,RX,FP,dist
11a1,41569.19037471904,-88.53,-92.45,194.97433756559758
12a2,41635.00736903102,-88.89,-93.7,195.2830427568909
13a3,41615.537235415926,-87.3,-93.17,195.19172088197115
14a4,41606.559820107286,-89.28,-93.73,195.1496136004226
15a5,41594.836263574114,-90.5,-99.78,195.09462593652148
