Name,TOF,RX,FP,dist
12a2,50057.415434109505,-94.8,-100.11,234.78714226888252
13a3,50112.639414736565,-97.32,-107.56,235.04616244568743
14a4,50066.94051871783,-97.07,-99.28,234.83181831489216
15a5,50030.76235164543,-93.82,-104.96,234.6621298004974
