Name,TOF,RX,FP,dist
11a1,40405.52813282891,-91.62,-95.93,189.51634637747455
12a2,40409.51671446848,-88.22,-92.46,189.53505424876073
13a3,40483.31625998344,-86.31,-93.26,189.88120045391204
14a4,40408.59054236042,-88.06,-92.69,189.53071017105287
15a5,40442.644819351095,-88.09,-95.32,189.69043688301622
