Name,TOF,RX,FP,dist
11a1,34190.17613068449,-84.44,-93.12,160.36412742802597
12a2,34171.343118912024,-82.24,-92.23,160.27579388191643
13a3,34260.731572772514,-82.9,-94.56,160.6950576303887
14a4,34176.749349683814,-80.69,-91.06,160.30115103354615
15a5,34197.95263000457,-81.76,-92.24,160.40060198501985
