Message num,Action,send,recived,RXPower,FPPower,TOF_CLK,distance
7804,POLL,505819008512,389439476291,-82.76,-93.41
7804,POLL_ACK,394090232832,510469810873,-82.31,-93.19
7804,RANGE,511537949184,395158444877,-82.06,-93.33,34260.138794326675,160.69227728793413
7805,POLL,513870786048,397491293091,-82.23,-93.66
7805,POLL_ACK,402142686720,518522225480,-82.38,-94.34
7805,RANGE,519591083008,403211617981,-81.77,-93.48,34257.00719184596,160.67758895473128
7806,POLL,521922184704,405542731036,-82.71,-93.26
7806,POLL_ACK,410197211648,526576711114,-83.07,-93.09
7806,RANGE,527645487616,411266061888,-83.34,-93.75,34260.14169270804,160.69229088237708
7807,POLL,529973219328,413593804941,-82.79,-93.5
7807,POLL_ACK,418244358656,534623818848,-82.68,-93.93
7807,RANGE,535692477440,419313090987,-83.0,-93.62,34259.645230967864,160.6899622996444
7808,POLL,538024996864,421645621764,-82.49,-94.14
7808,POLL_ACK,426297117696,542676538590,-81.97,-93.55
7808,RANGE,543744910848,427365563677,-82.66,-94.31,34253.11064901695,160.6593127783123
7809,POLL,546076087808,429696751980,-82.2,-93.35
7809,POLL_ACK,434347718144,550727099790,-82.23,-94.12
7809,RANGE,551795375616,435416067706,-82.28,-93.92,34260.58785371484,160.6943835367195
7810,POLL,554127799808,437748503245,-82.39,-94.63
7810,POLL_ACK,442398590464,558777932814,-82.21,-93.6
7810,RANGE,559846450176,443467181565,-82.16,-93.83,34258.03112525955,160.68239156784995
7811,POLL,562179208192,445799950962,-82.11,-94.11
7811,POLL_ACK,450450876416,566830179435,-82.31,-93.64
7811,RANGE,567898726400,451519497129,-82.65,-93.38,34262.20111722634,160.70195031831034
7812,POLL,570230611968,453851394054,-82.72,-93.82
7812,POLL_ACK,458502931968,574882195657,-82.45,-93.53
7812,RANGE,575950903808,459571713862,-82.43,-94.53,34258.819689808246,160.6860902169967
7813,POLL,578282015232,461902836658,-82.78,-94.45
7813,POLL_ACK,466554390528,582933614884,-82.79,-94.49
7813,RANGE,584001880576,467622729965,-82.48,-93.63,34261.17352691027,160.697130553014
7814,POLL,586333106176,469953966932,-82.39,-93.74
7814,POLL_ACK,474604944896,590984129916,-82.56,-94.61
7814,RANGE,592052745728,475673634450,-82.35,-93.77,34258.43433060251,160.68428274479948
7815,POLL,594384509440,478005409547,-82.17,-94.3
7815,POLL_ACK,482656673280,599035818968,-81.72,-93.63
7815,RANGE,600104240640,483725168713,-82.26,-93.61,34268.45078074241,160.73126347050476
7816,POLL,602436226560,486057166000,-82.17,-94.46
7816,POLL_ACK,490708180480,607087286813,-82.03,-94.01
7816,RANGE,608155899904,491776867327,-82.04,-94.02,34263.86828890771,160.70976994845597
7817,POLL,618539028992,502160047044,-82.25,-93.81
7817,POLL_ACK,506809470976,623188498678,-81.91,-93.69
7817,RANGE,624256974336,507878020374,-82.33,-93.49,34255.13428950885,160.6688043743916
7818,POLL,626590124544,510211181965,-82.1,-93.57
7818,POLL_ACK,514862133760,631241122135,-82.48,-94.76
7818,RANGE,632310043648,515931129025,-81.94,-93.89,34263.749096495114,160.70921089350495
7819,POLL,634641841152,518262937898,-82.19,-94.71
7819,POLL_ACK,522914311168,639293260215,-82.0,-94.44
7819,RANGE,640361686016,523982810716,-82.31,-93.65,34262.61340006503,160.7038840719543
7820,POLL,642692870656,526314006721,-82.02,-95.04
7820,POLL_ACK,530965621248,647344530985,-81.94,-94.11
7820,RANGE,648413155840,532034319850,-82.17,-93.89,34263.16868813162,160.70648857115106
7821,POLL,650744648192,534365823563,-82.56,-93.72
7821,POLL_ACK,539017128448,655395998876,-81.94,-94.0
7821,RANGE,656464557056,540085760387,-82.13,-94.86,34267.75866375445,160.72801719483692
7822,POLL,658796051968,542417266662,-82.63,-94.62
7822,POLL_ACK,547068612096,663447443191,-82.41,-94.31
7822,RANGE,664515768832,548137011489,-82.02,-93.69,34264.459188916655,160.71254148037113
7823,POLL,666847455744,550468709766,-82.54,-94.25
7823,POLL_ACK,555119764480,671498556251,-82.43,-94.61
7823,RANGE,672566981120,556188263100,-82.6,-93.82,34264.09621390515,160.71083899803304
7824,POLL,674898859008,558520152353,-82.39,-93.61
7824,POLL_ACK,563171276800,679550029234,-82.49,-93.84
7824,RANGE,680618505216,564239826527,-83.09,-94.23,34260.27921318062,160.6929359024701
7825,POLL,682950262784,566571595464,-82.82,-93.79
7825,POLL_ACK,571222978048,687601691146,-83.7,-94.47
7825,RANGE,688670060544,572291421195,-82.79,-93.61,34262.142008357296,160.70167307662044
7826,POLL,691001538560,574622910577,-83.14,-93.89
7826,POLL_ACK,579273994240,695652667990,-83.01,-94.75
7826,RANGE,696721511424,580342911408,-83.2,-94.49,34253.93670326075,160.66318726750796
7827,POLL,699053015552,582674426920,-82.76,-93.83
7827,POLL_ACK,587325314560,703703948978,-82.62,-93.72
7827,RANGE,704772791808,588394231134,-83.09,-93.48,34259.689278738384,160.69016889940738
7828,POLL,707104160768,590725611453,-82.97,-93.68
7828,POLL_ACK,595376949760,711755544852,-82.56,-94.29
7828,RANGE,712824126976,596445605619,-82.91,-94.02,34255.91317735171,160.67245763633463
7829,POLL,715155564032,598777054037,-82.91,-94.16
7829,POLL_ACK,603428523008,719807078783,-82.15,-93.45
7829,RANGE,720875649024,604497166998,-83.03,-93.82,34261.96894623603,160.7008613535114
7830,POLL,723206967808,606828497141,-82.96,-94.12
7830,POLL_ACK,611479529472,727858045921,-82.72,-94.59
7830,RANGE,728926312960,612547870260,-83.0,-94.38,34262.55914779798,160.70362960946096
7831,POLL,731258310656,614879879330,-83.11,-93.81
7831,POLL_ACK,619531059200,735909536323,-82.69,-93.44
7831,RANGE,736977570816,620599167439,-82.84,-93.97,34263.26964730868,160.70696210572058
7832,POLL,739310154752,622931762750,-83.19,-94.62
7832,POLL_ACK,627582672896,743961110694,-82.96,-93.77
7832,RANGE,745029746176,628651382134,-83.39,-93.85,34265.92477146209,160.7194155855285
7833,POLL,747361487360,630983134687,-82.79,-93.75
7833,POLL_ACK,635634030080,752012428538,-82.48,-93.47
7833,RANGE,753081150976,636702826259,-82.74,-94.15,34258.61893350697,160.68514859830023
7834,POLL,755412521984,639034208642,-82.69,-94.07
7834,POLL_ACK,643685438976,760063798094,-82.16,-93.97
7834,RANGE,761132413952,644754128583,-81.91,-94.2,34261.395595485745,160.69817213388214
7835,POLL,763464299008,647086025018,-81.61,-94.01
7835,POLL_ACK,651736782336,768115102122,-81.53,-94.25
7835,RANGE,769184009216,652805763195,-81.46,-93.86,34268.974148707086,160.7337182530323
7836,POLL,771515702784,655137468135,-81.32,-93.79
7836,POLL_ACK,659788201984,776166482414,-81.3,-93.84
7836,RANGE,777235233280,660857026606,-82.08,-94.93,34264.213427952614,160.7113887737456
7837,POLL,787618136576,671239980547,-81.62,-94.04
7837,POLL_ACK,675889533440,792267735237,-82.67,-93.85
7837,RANGE,793336305664,676958177621,-81.58,-93.57,34262.00467839917,160.7010289501082
7838,POLL,795669913600,679291796935,-81.44,-93.8
7838,POLL_ACK,683942653440,800320815895,-82.38,-93.81
7838,RANGE,801389699584,685011610880,-82.3,-93.69,34262.813534609144,160.70482277438776
7839,POLL,803721001984,687342924655,-82.9,-93.89
7839,POLL_ACK,691993731584,808371854705,-81.52,-93.93
7839,RANGE,809440532992,693062483618,-82.12,-93.75,34261.75969657394,160.69987989792173
7840,POLL,811772347392,695394309384,-82.38,-93.99
7840,POLL_ACK,700044603904,816422687698,-82.11,-93.96
7840,RANGE,817491228672,701113218621,-82.52,-94.83,34259.61173519558,160.68980519251883
7841,POLL,819823811584,703445812906,-81.93,-94.75
7841,POLL_ACK,708097299456,824475343920,-82.91,-93.39
7841,RANGE,825543844352,709165873634,-82.53,-93.81,34261.4563917029,160.6984572898368
7842,POLL,827875154432,711497195081,-82.68,-93.71
7842,POLL_ACK,716148940800,832526945935,-83.01,-93.43
7842,RANGE,833595513856,717217582469,-83.05,-93.75,34262.066969890744,160.70132111943352
7843,POLL,835926618624,719548698607,-82.69,-94.18
7843,POLL_ACK,724200012800,840577978597,-81.64,-93.81
7843,RANGE,841646590976,725268698925,-82.38,-94.08,34260.59472216187,160.6944157521872
7844,POLL,843978330624,727600449953,-83.01,-93.75
7844,POLL_ACK,732251913728,848629840174,-82.02,-93.78
7844,RANGE,849698249728,733320397027,-82.11,-93.48,34260.19264568184,160.6925298700077
7845,POLL,852029426176,735651584856,-82.23,-94.26
7845,POLL_ACK,740302537728,856680424823,-83.15,-93.21
7845,RANGE,857748682240,741370868887,-82.13,-93.49,34259.04199623728,160.68713291348288
7846,POLL,860081142784,743703340818,-82.06,-95.03
7846,POLL_ACK,748354873344,864732721076,-83.01,-93.76
7846,RANGE,865801061376,749423287385,-83.14,-94.38,34257.89478749677,160.68175209508794
7847,POLL,868132167680,751754405062,-82.7,-93.85
7847,POLL_ACK,756406074368,872783882740,-82.83,-94.26
7847,RANGE,873852265984,757474531356,-83.23,-94.2,34257.97098416511,160.68210948465463
7848,POLL,876183576064,759805852824,-81.88,-94.35
7848,POLL_ACK,764456888320,880834657322,-82.14,-93.79
7848,RANGE,881902904832,765525209579,-82.9,-94.56,34260.731572772514,160.6950576303887
7849,POLL,884235353600,767857669732,-84.09,-94.36
7849,POLL_ACK,772509008896,888886738507,-83.25,-93.64
7849,RANGE,889955205632,773577549767,-83.95,-93.25,34257.4389640639,160.67961412051903
7850,POLL,892286444032,775908799557,-83.16,-93.47
7850,POLL_ACK,780559873024,896937563245,-82.59,-93.27
7850,RANGE,898006169600,781628553128,-82.73,-93.62,34258.54030532596,160.6847798040714
7851,POLL,900338160640,783960555550,-82.86,-93.38
7851,POLL_ACK,788611780608,904989431420,-83.24,-93.12
7851,RANGE,906057953792,789680376724,-83.27,-94.25,34254.502042283624,160.66583890927657
7852,POLL,908389564416,792011998742,-82.67,-94.25
7852,POLL_ACK,796662925312,913040536730,-82.19,-94.28
7852,RANGE,914109158400,797731620739,-81.91,-93.71,34261.50841868417,160.69870131494568
7853,POLL,916440967680,800063441411,-81.84,-93.86
7853,POLL_ACK,804714094592,921091666626,-82.09,-93.53
7853,RANGE,922160561664,805783063379,-82.3,-93.58,34259.54887354888,160.68951034896253
7854,POLL,924492058112,808114571213,-82.39,-93.72
7854,POLL_ACK,812765936640,929143469267,-82.34,-93.65
7854,RANGE,930212156928,813834698055,-82.52,-93.31,34258.86336551474,160.6862950716466
7855,POLL,932543466496,816166019005,-82.45,-93.87
7855,POLL_ACK,820817402368,937194895586,-82.34,-94.17
7855,RANGE,938263364096,821885944633,-82.4,-93.64,34259.621348907785,160.68985028425988
7856,POLL,940595178496,824217770435,-83.03,-93.84
7856,POLL_ACK,828868898816,945246352608,-82.87,-93.55
7856,RANGE,946314568704,829937188661,-82.79,-93.52,34257.9414746814,160.68197107464502
7857,POLL,956697611776,840320282456,-83.55,-94.15
7857,POLL_ACK,844970024448,961347399480,-83.62,-93.28
7857,RANGE,962415780864,846038479581,-83.64,-94.22,34255.20273759565,160.6691254203456
7858,POLL,964749389312,848372099429,-83.09,-93.22
7858,POLL_ACK,853023237632,969400573266,-82.53,-93.83
7858,RANGE,970469251584,854091989694,-82.49,-93.72,34256.86088602792,160.67690272823285
7859,POLL,972800479744,856423229244,-82.2,-94.27
7859,POLL_ACK,861074374144,977451670393,-81.73,-94.35
