Name,TOF,RX,FP,dist
11a1,45281.00576220206,-91.16,-101.11,212.38407636052077
12a2,45400.42024286123,-94.69,-97.64,212.94417289000293
13a3,45309.2166668113,-96.17,-104.25,212.51639557070337
14a4,45296.4405464352,-91.98,-105.41,212.4564710067527
15a5,45304.865538750724,-94.16,-104.67,212.49598722732148
