Name,TOF,RX,FP,dist
11a1,33778.33063552475,-84.03,-94.44,158.43242508130473
12a2,33814.78371904711,-83.88,-91.12,158.60340305195868
13a3,33791.87141662765,-83.03,-91.94,158.49593617694697
14a4,33834.832231709945,-81.34,-91.53,158.69743773101726
15a5,33807.63762956336,-82.7,-91.68,158.5698853420702
