Message num,Action,send,recived,RXPower,FPPower
16854,POLL,1093833244160,352779942759,-85.95,-92.6
16854,POLL_ACK,355640943104,1096694313072,-85.29,-91.87
16854,RANGE,41269248,358499619583,-85.42,-92.46
16855,POLL,2373022720,360831382818,-86.04,-92.46
16855,POLL_ACK,363692907520,5234615981,-85.67,-93.02
16855,RANGE,8093131776,366551515842,-85.41,-92.04
16856,POLL,10424429568,368882823408,-85.88,-92.17
16856,POLL_ACK,371744281600,13285956329,-85.48,-92.96
16856,RANGE,16143716352,374602134148,-84.73,-92.12
16857,POLL,18475835904,376934263457,-86.16,-92.88
16857,POLL_ACK,379795857920,21337498931,-84.7,-91.87
16857,RANGE,24195943936,382654395447,-85.17,-92.58
16858,POLL,26527242240,384985703486,-85.17,-92.4
16858,POLL_ACK,387846273024,29387880356,-85.52,-91.84
16858,RANGE,32247156224,390705641406,-85.33,-92.1
16859,POLL,34578977792,393037472711,-86.0,-91.94
16859,POLL_ACK,395899190784,37440764438,-84.82,-92.38
16859,RANGE,40301614592,398760133436,-85.98,-91.86
16860,POLL,42630370304,401088898859,-85.74,-91.94
16860,POLL_ACK,403950690304,45492230326,-85.3,-91.78
16860,RANGE,48350543360,406809095844,-85.74,-92.87
16861,POLL,50681461760,409140023990,-85.9,-92.03
16861,POLL_ACK,412002005504,53543511865,-85.45,-91.85
16861,RANGE,56401331200,414859917346,-86.42,-92.14
16862,POLL,58732810752,417191406606,-86.31,-92.37
16862,POLL_ACK,420053072384,61594545136,-85.67,-91.91
16862,RANGE,64452078592,422910698325,-86.39,-92.7
16863,POLL,66784228864,425242858310,-86.28,-92.22
16863,POLL_ACK,428103869440,69645308605,-85.08,-91.84
16863,RANGE,72504328704,430962982016,-85.51,-92.6
16864,POLL,74835681792,433294344839,-85.96,-92.62
16864,POLL_ACK,436155886080,77697291641,-85.17,-91.86
16864,RANGE,80555786240,439014473165,-85.85,-92.9
16865,POLL,82887042048,441345738706,-86.0,-93.46
16865,POLL_ACK,444207323648,85748695585,-85.08,-92.47
16865,RANGE,88606930432,447065651000,-85.46,-92.11
16866,POLL,90938886144,449397616447,-86.34,-92.23
16866,POLL_ACK,452259602944,93800941241,-85.18,-91.92
16866,RANGE,96659105792,455117860016,-85.98,-92.06
16867,POLL,98989854720,457448618651,-86.61,-93.55
16867,POLL_ACK,460310344704,101851649355,-84.98,-92.86
16867,RANGE,104708789760,463167577596,-86.29,-92.42
16868,POLL,107041629696,465500427264,-85.53,-92.51
16868,POLL_ACK,468362107392,109903378406,-85.52,-92.66
16868,RANGE,112761341440,471220162915,-86.26,-91.85
16869,POLL,123144120832,481602985677,-85.88,-92.86
16869,POLL_ACK,484463147520,126004351266,-85.67,-92.61
16869,RANGE,128862513152,487321401919,-85.74,-92.11
16870,POLL,131195481088,489654379581,-85.69,-92.35
16870,POLL_ACK,492516372992,134057543079,-85.99,-92.22
16870,RANGE,136915435520,495374357931,-85.62,-91.77
16871,POLL,139246887424,497705819556,-85.37,-92.54
16871,POLL_ACK,500567496704,142108633152,-85.28,-92.05
16871,RANGE,144967171072,503426127107,-87.09,-92.62
16872,POLL,147298293760,505757259539,-86.62,-92.28
16872,POLL_ACK,508619322880,150160425691,-85.47,-91.81
16872,RANGE,153018113536,511477103225,-86.05,-92.39
16873,POLL,155349746688,513808746112,-86.76,-92.97
16873,POLL_ACK,516670701568,158211770727,-87.05,-92.21
16873,RANGE,161069670400,519528693722,-86.54,-91.84
16874,POLL,163401482240,521860515286,-86.25,-92.5
16874,POLL_ACK,524721180160,166262215710,-87.91,-93.07
16874,RANGE,169120378880,527579435831,-86.29,-92.34
16875,POLL,171452951040,529912017711,-84.79,-92.03
16875,POLL_ACK,532772819968,174313821884,-84.51,-92.3
16875,RANGE,177172593664,535631684226,-84.52,-93.54
16876,POLL,179503966208,537963066500,-85.24,-92.1
16876,POLL_ACK,540825139200,182366107492,-85.34,-92.53
16876,RANGE,185223739392,543682863585,-85.72,-92.83
16877,POLL,187555372544,546014506481,-85.74,-92.09
16877,POLL_ACK,548876371456,190417306108,-85.2,-92.13
16877,RANGE,193275851264,551735009116,-84.78,-92.56
16878,POLL,195607108096,554066275690,-85.51,-92.52
16878,POLL_ACK,556927758848,198468659847,-85.81,-92.31
16878,RANGE,201325417472,559784608968,-84.43,-92.39
16879,POLL,203658576896,562117778128,-84.31,-92.49
16879,POLL_ACK,564979828224,206520695567,-84.7,-92.72
16879,RANGE,209378224128,567837449265,-86.42,-93.48
16880,POLL,211709592064,570168826944,-85.52,-91.94
16880,POLL_ACK,573030639616,214571473318,-84.72,-92.48
16880,RANGE,217429584384,575888843172,-85.19,-92.77
16881,POLL,219761390080,578220658611,-85.99,-93.51
16881,POLL_ACK,581082567680,222623367727,-85.6,-93.13
16881,RANGE,225480794624,583940087081,-85.26,-92.59
16882,POLL,227812405248,586271707448,-85.51,-93.15
