Message num,Action,send,recived,RXPower,FPPower
16815,POLL,1093833244160,353140495850,-86.81,-91.91
16815,POLL_ACK,357791201280,1098484000476,-85.74,-92.29
16815,RANGE,41269248,358860185074,-85.17,-91.19
16816,POLL,2373022720,361191953329,-85.62,-91.28
16816,POLL_ACK,365843107328,7024227608,-84.35,-91.23
16816,RANGE,8093131776,366912098753,-86.38,-92.0
16817,POLL,10424429568,369243411347,-84.9,-91.18
16817,POLL_ACK,373894376960,15075446088,-84.64,-91.48
16817,RANGE,16143716352,374962734481,-84.8,-91.4
16818,POLL,18475835904,377294868819,-85.39,-91.79
16818,POLL_ACK,381946211328,23127229311,-84.08,-91.5
16818,RANGE,24195943936,383015013197,-85.05,-92.88
16819,POLL,26527242240,385346326276,-85.46,-91.7
16819,POLL_ACK,389997483008,31178449880,-84.09,-91.26
16819,RANGE,32247156224,391066276592,-85.5,-91.6
16820,POLL,34578977792,393398112934,-85.02,-91.18
16820,POLL_ACK,398052417536,39233333295,-83.94,-91.21
16820,RANGE,40301614592,399120786068,-85.44,-91.84
16821,POLL,42630370304,401449556542,-86.02,-92.37
16821,POLL_ACK,406101273088,47282137761,-84.18,-91.38
16821,RANGE,48350543360,407169765926,-85.11,-91.36
16822,POLL,50681461760,409500699106,-86.9,-92.21
16822,POLL_ACK,414151588864,55332402438,-84.99,-91.53
16822,RANGE,56401331200,415220604874,-86.78,-92.42
16823,POLL,58732810752,417552099179,-85.35,-91.19
16823,POLL_ACK,422203168256,63383930771,-85.86,-91.56
16823,RANGE,64452078592,423271403302,-86.9,-92.36
16824,POLL,66784228864,425603568340,-85.55,-91.28
16824,POLL_ACK,430254867968,71435579447,-85.58,-91.67
16824,RANGE,72504328704,431323704478,-85.86,-91.56
16825,POLL,74835681792,433655072323,-85.87,-91.18
16825,POLL_ACK,438306860544,79487520954,-85.04,-91.47
16825,RANGE,80555786240,439375213082,-86.03,-91.66
16826,POLL,82887042048,441706483672,-86.02,-91.32
16826,POLL_ACK,446357847040,87538456336,-86.13,-91.98
16826,RANGE,88606930432,447426408388,-85.84,-91.27
16827,POLL,90938886144,449758378882,-89.9,-93.81
16827,POLL_ACK,454409831936,95590390117,-86.23,-91.88
16827,RANGE,96659105792,455478634854,-86.99,-92.59
16828,POLL,98989854720,457809398555,-87.17,-91.28
16828,POLL_ACK,462460127744,103640634826,-86.28,-91.92
16828,RANGE,104708789760,463528369908,-86.42,-91.14
16829,POLL,107041629696,465861224643,-86.34,-91.76
16829,POLL_ACK,470512054272,111692510242,-85.78,-92.19
16829,RANGE,112761341440,471580972723,-84.8,-91.17
16830,POLL,123144120832,481963817967,-84.91,-91.65
16830,POLL_ACK,486613670400,127794024177,-85.99,-91.12
16830,RANGE,128862513152,487682246625,-87.14,-92.29
16831,POLL,131195481088,490015229342,-88.48,-93.28
16831,POLL_ACK,494666603520,135846906177,-85.03,-92.12
16831,RANGE,136915435520,495735220098,-85.62,-91.25
16832,POLL,139246887424,498066686766,-86.58,-91.12
16832,POLL_ACK,502718313984,143898565560,-86.25,-91.94
16832,RANGE,144967171072,503787006724,-86.45,-91.37
16833,POLL,147298293760,506118144195,-86.06,-91.3
16833,POLL_ACK,510769449984,151949650487,-85.4,-91.3
16833,RANGE,153018113536,511838000270,-86.7,-91.99
16834,POLL,155349746688,514169648205,-86.16,-91.38
16834,POLL_ACK,518820780544,160000929971,-84.1,-91.39
16834,RANGE,161069670400,519889608197,-84.68,-92.68
16835,POLL,163401482240,522221434808,-86.46,-92.01
16835,POLL_ACK,526871899136,168051997499,-87.95,-92.56
16835,RANGE,169120378880,527940367738,-86.82,-91.69
16836,POLL,171452951040,530272954674,-84.64,-92.73
16836,POLL_ACK,534923882496,176103929812,-85.21,-91.99
16836,RANGE,177172593664,535992633580,-85.02,-91.56
16837,POLL,179503966208,538324020881,-84.37,-92.02
16837,POLL_ACK,542975087616,184155083881,-83.59,-91.46
16837,RANGE,185223739392,544043830366,-84.71,-92.58
16838,POLL,187555372544,546375478288,-86.71,-92.75
16838,POLL_ACK,551027365888,192207311068,-86.09,-91.38
16838,RANGE,193275851264,552095993324,-87.05,-91.68
16839,POLL,195607108096,554427264928,-85.52,-91.68
16839,POLL_ACK,559077300736,200257194840,-85.34,-91.12
16839,RANGE,201325417472,560145610601,-85.66,-92.23
16840,POLL,203658576896,562478784796,-86.03,-92.08
16840,POLL_ACK,567130022912,208309865951,-84.91,-91.28
16840,RANGE,209378224128,568198468318,-86.54,-92.59
16841,POLL,211709592064,570529851021,-86.67,-91.32
16841,POLL_ACK,575181320192,216361112168,-84.49,-91.56
16841,RANGE,217429584384,576249879637,-85.24,-92.77
16842,POLL,219761390080,578581700125,-84.89,-91.53
16842,POLL_ACK,583232687616,224412428492,-85.4,-91.19
16842,RANGE,225480794624,584301140983,-85.88,-91.33
16843,POLL,227812405248,586632766395,-87.2,-92.05
16843,POLL_ACK,591284135936,232463825695,-86.47,-91.37
16843,RANGE,233532050944,592352448429,-86.61,-91.2
16844,POLL,235863765504,594684177763,-86.93,-91.22
16844,POLL_ACK,599335153664,240514792294,-86.67,-91.54
16844,RANGE,241582958080,600403406680,-86.75,-92.03
16845,POLL,243915218432,602735681818,-86.75,-92.65
16845,POLL_ACK,607386874368,248566461891,-85.54,-91.91
16845,RANGE,249635139072,608455638792,-86.38,-91.43
16846,POLL,251966578176,610787092693,-85.66,-91.93
16846,POLL_ACK,615438111744,256617648119,-84.46,-93.06
16846,RANGE,257686203904,616506754782,-84.57,-91.62
16847,POLL,260018031104,618838596764,-86.89,-91.9
16847,POLL_ACK,623489646592,264669131795,-85.19,-91.34
16847,RANGE,265737932288,624558534336,-85.64,-91.33
16848,POLL,268069380096,626889996937,-85.81,-91.2
16848,POLL_ACK,631541107712,272720541740,-87.5,-92.09
16848,RANGE,273788648448,632609301659,-87.14,-91.13
16849,POLL,276120797696,634941465705,-87.82,-92.26
16849,POLL_ACK,639592427520,280771810369,-87.18,-91.97
16849,RANGE,281840069632,640660774022,-87.36,-92.09
16850,POLL,292223986176,651044756518,-87.3,-92.49
16850,POLL_ACK,655693925376,296873205883,-86.86,-91.74
16850,RANGE,297941894144,656762700898,-86.92,-91.2
16851,POLL,300275063296,659095884875,-87.11,-91.31
16851,POLL_ACK,663746220032,304925449314,-85.63,-91.13
16851,RANGE,305994065408,664814923384,-87.44,-91.82
16852,POLL,308326469632,667147342402,-87.09,-92.04
16852,POLL_ACK,671798443008,312977621098,-85.59,-91.33
16852,RANGE,314046530560,672867439719,-85.72,-91.26
16853,POLL,316377876480,675198800450,-86.64,-92.11
16853,POLL_ACK,679849845760,321028972664,-85.08,-91.64
