Name,TOF,RX,FP,dist
11a1,33961.827644933175,-84.04,-91.29,159.29309153961603
12a2,33950.79170683395,-83.16,-91.45,159.241329051559
13a3,34025.36414263383,-82.95,-91.65,159.5911003879663
14a4,33968.81862730685,-83.29,-92.39,159.3258817418055
15a5,33963.36770819924,-81.66,-91.67,159.30031498593297
