Name,TOF,RX,FP,dist
11a1,37183.03358365967,-88.65,-92.83,174.40169693712522
12a2,37171.15012942064,-86.64,-93.14,174.34595929592123
13a3,37262.11264492969,-86.85,-92.69,174.7726059552573
14a4,37185.433386953824,-86.63,-93.06,174.41295287098748
15a5,37190.47491789757,-84.67,-92.32,174.436599450274
