Name,TOF,RX,FP,dist
11a1,33274.509581928374,-82.43,-92.17,156.06932454239467
12a2,33279.971657542905,-82.37,-91.96,156.09494362626606
13a3,33291.551906100474,-81.79,-91.8,156.14925912461965
14a4,33289.06745734377,-81.81,-91.88,156.13760617333077
15a5,33281.98713445883,-81.91,-91.82,156.10439693226073
