Name,TOF,RX,FP,dist
11a1,33061.1894965209,-82.3,-92.36,155.06877721475044
12a2,33069.95452271479,-81.93,-91.44,155.10988831555596
13a3,33071.692498886965,-82.52,-92.23,155.11804004403132
14a4,33082.41933071501,-81.11,-90.78,155.1683527133664
15a5,33063.42011680783,-82.04,-92.36,155.07923961993285
