Name,TOF,RX,FP,dist
12a2,47914.390363079074,-94.51,-97.7,224.7355899089708
13a3,48034.97867557796,-93.66,-96.84,225.30119212868405
14a4,47943.144035356585,-96.09,-99.9,224.87045489321395
15a5,47906.08973724913,-93.57,-98.31,224.6966570116018
