Name,TOF,RX,FP,dist
11a1,33102.88780653515,-81.44,-91.3,155.2643571695041
12a2,33124.30948166462,-82.35,-91.12,155.36483247056876
13a3,33102.79023001757,-80.96,-90.93,155.26389950081472
14a4,33108.60655138301,-80.86,-91.88,155.2911801236768
15a5,33085.88428948256,-80.68,-92.13,155.18460460651863
