Name,TOF,RX,FP,dist
11a1,34588.31089994279,-84.84,-92.22,162.23152157735197
12a2,34623.36363246978,-84.88,-92.35,162.39593140209735
13a3,34706.337424284895,-82.63,-91.86,162.78510809639005
14a4,34624.956542547094,-84.1,-92.2,162.40340271881834
15a5,34626.019067005676,-84.42,-96.89,162.40838633770994
